ma_bds,dien_tich_su_dung_m2,gia(ty),phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2
22703241,240.0,6.5,Sổ đỏ,2025-10-15,Vũ Tông Phan - Phường Khương Đình,Thanh Xuân,Hà Nội,4,4,40.0
22706989,55.0,3.88,Sổ đỏ,2025-10-15,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,
22703563,350.0,16.8,Sổ đỏ,2025-10-15,Ngụy Như Kon Tum - Phường Nhân Chính,Thanh Xuân,Hà Nội,6,6,70.0
22667704,,21.0,Sổ đỏ,2025-10-15,Xuân Thủy - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,7,6,60.0
22703472,70.0,3.55,Sổ đỏ,2025-10-15,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,
22703566,355.0,17.2,Sổ đỏ,2025-10-15,Hoàng Minh Giám - Phường Nhân Chính,Thanh Xuân,Hà Nội,6,6,71.0
22667698,,22.0,Sổ đỏ,2025-10-15,Lạc Long Quân - Phường Xuân La,Tây Hồ,Hà Nội,6,6,50.0
22703480,105.0,13.3,Sổ đỏ,2025-10-15,Cửa Nam - Phường Cửa Nam,Hoàn Kiếm,Hà Nội,2,3,
22703905,205.0,6.85,Sổ đỏ,2025-10-15,Nguyễn Viết Xuân - Phường Khương Mai,Thanh Xuân,Hà Nội,4,4,41.0
22658451,,8.0,Sổ đỏ,2025-10-15,Mễ Trì - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,9,8,40.0
22703485,90.0,4.299,Sổ đỏ,2025-10-15,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,1,3,
22703909,220.0,7.2,Sổ đỏ,2025-10-15,Phố Nguyễn Lân - Phường Phương Liệt,Thanh Xuân,Hà Nội,4,4,44.0
22658466,,16.0,Sổ đỏ,2025-10-15,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,7,6,52.0
22703494,60.0,2.8,Sổ đỏ,2025-10-15,An Dương - Phường Yên Phụ,Tây Hồ,Hà Nội,1,2,
22706252,249.0,7.699,Sổ đỏ,2025-10-15,Lê Quang Đạo - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,4,4,50.0
22650079,330.0,13.0,Sổ đỏ,2025-10-15,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,9,9,55.0
22707005,70.0,4.09,Sổ đỏ,2025-10-15,Nguyễn Chí Thanh - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,
22516484,105.0,25.999,Sổ đỏ,2025-10-15,Nguyễn Thị Định - Phường Trung Hòa,Cầu Giấy,Hà Nội,,,105.0
22658330,53.0,3.85,Sổ đỏ,2025-10-15,Hoàng Đạo Thúy - Phường Nhân Chính,Thanh Xuân,Hà Nội,1,2,
22707014,60.0,3.19,Sổ đỏ,2025-10-15,Đoàn Thị Điểm - Phường Quốc Tử Giám,Đống Đa,Hà Nội,1,2,
22516493,180.0,9.2,Sổ đỏ,2025-10-15,Nhật Tảo - Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,2,2,60.0
22650058,225.0,8.0,Sổ đỏ,2025-10-15,Đình Thôn - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,9,9,45.0
22707016,70.0,3.45,Sổ đỏ,2025-10-15,Ngõ Thổ Quan - Phường Hàng Bột,Đống Đa,Hà Nội,1,2,
22522773,300.0,12.499,Sổ đỏ,2025-10-15,Đào Tấn - Phường Cống Vị,Ba Đình,Hà Nội,5,4,50.0
22646411,420.0,23.0,Sổ đỏ,2025-10-15,Đông Quan - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,6,6,60.0
22707020,80.0,4.49,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,2,2,
22545356,63.0,11.0,Sổ đỏ,2025-10-15,Hoàng Công Chất - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,,,63.0
22643688,240.0,16.0,Sổ đỏ,2025-10-15,Trần Quốc Hoàn - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,6,40.0
22707024,80.0,5.379,Sổ đỏ,2025-10-15,Ngõ Thổ Quan - Phường Hàng Bột,Đống Đa,Hà Nội,2,3,
22548076,300.0,17.0,Sổ đỏ,2025-10-15,Trinh Công Son - Phường Xuân La,Tây Hồ,Hà Nội,4,4,82.0
22415248,1030.0,49.9,Sổ hồng,2025-10-15,Thái Hà - Phường Láng Hạ,Đống Đa,Hà Nội,8,8,131.0
22707027,75.0,3.9,Sổ đỏ,2025-10-15,Đông Tác - Phường Trung Tự,Đống Đa,Hà Nội,1,2,
22556800,320.0,12.5,Sổ đỏ,2025-10-15,An Dương Vương - Phường Phú Thượng,Tây Hồ,Hà Nội,4,4,82.0
22551639,,12.5,Sổ đỏ,2025-10-15,Hạ Yên Quyết - Phường Yên Hòa,Cầu Giấy,Hà Nội,10,10,60.0
22707025,100.0,5.45,Sổ đỏ,2025-10-15,Phạm Ngọc Thạch - Phường Trung Tự,Đống Đa,Hà Nội,2,2,
22546111,85.0,13.499,Sổ đỏ,2025-10-15,Hoàng Tăng Bí - Phường Đức Thắng,Bắc Từ Liêm,Hà Nội,,,85.0
22415247,,49.9,Sổ đỏ,2025-10-15,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,8,8,131.0
22707028,110.0,7.9,Sổ đỏ,2025-10-15,Lương Định Của - Phường Kim Liên,Đống Đa,Hà Nội,1,2,
22579648,249.0,11.5,Sổ đỏ,2025-10-15,Xuân La - Phường Xuân La,Tây Hồ,Hà Nội,4,4,55.0
22415245,325.0,15.9,Sổ đỏ,2025-10-15,Thái Hà - Phường Láng Hạ,Đống Đa,Hà Nội,5,4,65.0
22707030,90.0,4.98,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,2,3,
22580625,400.0,18.5,Sổ đỏ,2025-10-15,Phạm Huy Thông - Phường Ngọc Khánh,Ba Đình,Hà Nội,4,4,90.0
22415243,1620.0,60.0,Sổ đỏ,2025-10-15,Dương Khuê - Phường Mai Dịch,Cầu Giấy,Hà Nội,23,20,180.0
22707033,80.0,4.549,Sổ đỏ,2025-10-15,Chùa Bộc - Phường Quang Trung,Đống Đa,Hà Nội,1,2,
22584743,45.0,11.799,Sổ đỏ,2025-10-15,Vĩnh Phúc - Phường Vĩnh Phúc,Ba Đình,Hà Nội,,,45.0
22415234,204.0,8.5,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,5,4,51.0
22707035,65.0,4.689,Sổ đỏ,2025-10-15,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,1,2,
22584735,50.0,9.799,Sổ đỏ,2025-10-15,Tân Xuân - Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,,,50.0
22415232,270.0,19.8,Sổ đỏ,2025-10-15,Khúc Thừa Dụ - Phường Dịch Vọng,Cầu Giấy,Hà Nội,5,3,45.0
22707036,100.0,4.449,Sổ đỏ,2025-10-15,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,2,3,
22592197,210.0,7.1,Sổ đỏ,2025-10-15,Trung Phụng - Phường Trung Phụng,Đống Đa,Hà Nội,4,3,45.0
22381248,,15.0,Sổ đỏ,2025-10-15,Hồ Tùng Mậu - Phường Mai Dịch,Cầu Giấy,Hà Nội,7,6,60.0
22710287,80.0,3.59,Sổ đỏ,2025-10-15,Thái Hà - Phường Láng Hạ,Đống Đa,Hà Nội,1,3,
22592183,190.0,6.8,Sổ đỏ,2025-10-15,Ô Chợ Dừa - Phường Ô Chợ Dừa,Đống Đa,Hà Nội,4,3,44.0
22415229,225.0,4.8,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,4,4,45.0
22707039,60.0,3.79,Sổ đỏ,2025-10-15,Lương Định Của - Phường Kim Liên,Đống Đa,Hà Nội,1,2,
22703238,240.0,6.299,Sổ đỏ,2025-10-15,Lê Trọng Tấn - Phường Khương Mai,Thanh Xuân,Hà Nội,4,4,40.0
22710297,72.0,6.4,Sổ đỏ,2025-10-15,Đội Nhân - Phường Vĩnh Phúc,Ba Đình,Hà Nội,1,2,
22594318,203.0,7.0,Sổ đỏ,2025-10-15,Xã Đàn - Phường Nam Đồng,Đống Đa,Hà Nội,4,3,43.0
22703957,,18.0,Sổ đỏ,2025-10-15,Phan Kế Bính - Phường Cống Vị,Ba Đình,Hà Nội,15,15,66.0
22707041,80.0,5.69,Sổ đỏ,2025-10-15,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,
22667753,,7.0,Sổ đỏ,2025-10-15,Vương Thừa Vũ - Phường Khương Mai,Thanh Xuân,Hà Nội,4,4,40.0
22707046,80.0,3.79,Sổ đỏ,2025-10-15,Lương Định Của - Phường Kim Liên,Đống Đa,Hà Nội,1,3,
22667702,,7.0,Sổ đỏ,2025-10-15,Lạc Long Quân - Phường Xuân La,Tây Hồ,Hà Nội,5,4,40.0
22707066,45.0,3.39,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,
22546284,,13.0,Sổ đỏ,2025-10-15,Hồ Tùng Mậu - Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,6,4,55.0
22707067,45.0,3.29,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,
22650062,220.0,10.5,Sổ đỏ,2025-10-15,Nguyễn Ngọc Nại - Phường Khương Mai,Thanh Xuân,Hà Nội,5,4,55.0
22707068,65.0,3.69,Sổ đỏ,2025-10-15,Vĩnh Hồ - Phường Thịnh Quang,Đống Đa,Hà Nội,2,2,
22511633,,98.0,Sổ đỏ,2025-10-15,Vĩnh Phúc - Phường Vĩnh Phúc,Ba Đình,Hà Nội,52,50,300.0
22707069,50.0,3.43,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,
22541572,375.0,21.5,Sổ đỏ,2025-10-15,Nguyễn Hoàng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,5,6,75.0
22707070,60.0,3.69,Sổ đỏ,2025-10-15,Ngõ Thịnh Hào - Phường Hàng Bột,Đống Đa,Hà Nội,1,2,
22443313,,9.9,Sổ đỏ,2025-10-15,Hồ Tùng Mậu - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,7,4,54.0
22707251,90.0,3.699,Sổ đỏ,2025-10-15,Thành Công - Phường Thành Công,Ba Đình,Hà Nội,2,3,
22417002,,10.9,Sổ đỏ,2025-10-15,Kim Hoa - Phường Phương Liên,Đống Đa,Hà Nội,5,4,65.0
22707279,60.0,3.65,Sổ đỏ,2025-10-15,Đào Tấn - Phường Ngọc Khánh,Ba Đình,Hà Nội,2,2,
22416660,80.0,3.6,Sổ đỏ,2025-10-15,Trần Bình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,1,2,80.0
22707282,80.0,6.25,Sổ đỏ,2025-10-15,Phạm Ngọc Thạch - Phường Kim Liên,Đống Đa,Hà Nội,1,2,
22415212,295.0,6.9,Sổ đỏ,2025-10-15,Định Công Thượng - Phường Định Công,Hoàng Mai,Hà Nội,5,5,59.0
22708952,100.0,5.25,Sổ đỏ,2025-10-15,Kim Mã - Phường Giảng Võ,Ba Đình,Hà Nội,3,3,
22415218,354.0,6.2,Sổ đỏ,2025-10-15,Vũ Tông Phan - Phường Khương Đình,Thanh Xuân,Hà Nội,5,4,59.0
22709116,90.0,5.699,Sổ đỏ,2025-10-15,Pháo Đài Láng - Phường Láng Thượng,Đống Đa,Hà Nội,2,3,
22415164,68.0,4.2,Sổ đỏ,2025-10-15,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,2,68.0
22709117,100.0,5.1,Sổ đỏ,2025-10-15,Nguyễn Huy Tưởng - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,1,3,
22415154,372.0,18.8,Sổ đỏ,2025-10-15,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,4,62.0
22709118,80.0,4.39,Sổ đỏ,2025-10-15,Ngõ văn chương - Phường Văn Chương,Đống Đa,Hà Nội,1,3,
22415143,325.0,10.0,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,5,4,65.0
22709119,70.0,3.89,Sổ đỏ,2025-10-15,Tạ Quang Bửu - Phường Bách Khoa,Hai Bà Trưng,Hà Nội,1,2,
22709121,80.0,5.7,Sổ đỏ,2025-10-15,Thanh Nhàn - Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,2,3,
22709125,90.0,5.179,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,2,3,
22709456,70.0,4.63,Sổ đỏ,2025-10-15,Chùa Láng - Phường Láng Thượng,Đống Đa,Hà Nội,1,2,
21688139,,22.0,Sổ đỏ,2025-10-15,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,6,6,70.0
22709457,120.0,4.78,Sổ đỏ,2025-10-15,Nguyễn Huy Tưởng - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,2,3,
22709625,90.0,8.58,Sổ đỏ,2025-10-15,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,2,3,
22703959,,16.9,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,15,15,64.0
22703768,80.0,4.2,Sổ đỏ,2025-10-15,Nguyễn Chí Thanh - Phường Láng Hạ,Đống Đa,Hà Nội,2,3,
22703614,384.0,16.64,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,15,15,64.0
22707043,100.0,4.39,Sổ đỏ,2025-10-15,Trường Chinh - Phường Phương Mai,Đống Đa,Hà Nội,1,4,
22701261,240.0,12.0,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,10,10,40.0
22710995,70.0,3.58,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,
22701047,483.0,27.0,Sổ đỏ,2025-10-15,Mễ Trì Thượng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,6,5,69.0
22711001,90.0,5.7,Sổ đỏ,2025-10-15,Nguyễn Khuyến - Phường Văn Miếu,Đống Đa,Hà Nội,2,3,
22643664,420.0,17.5,Sổ đỏ,2025-10-15,Hoa Bằng - Phường Yên Hòa,Cầu Giấy,Hà Nội,13,13,70.0
22711003,90.0,4.55,Sổ đỏ,2025-10-15,Nhân Hòa - Phường Nhân Chính,Thanh Xuân,Hà Nội,2,3,
22672780,350.0,28.0,Sổ đỏ,2025-10-15,Trung Kính - Phường Yên Hòa,Cầu Giấy,Hà Nội,6,5,70.0
22711006,70.0,4.48,Sổ đỏ,2025-10-15,Nhân Hòa - Phường Nhân Chính,Thanh Xuân,Hà Nội,1,2,
22496101,700.0,35.0,Sổ đỏ,2025-10-15,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,7,12,100.0
22711008,90.0,7.99,Sổ đỏ,2025-10-15,Nguyễn Quý Đức - Phường Thanh Xuân Bắc,Thanh Xuân,Hà Nội,1,2,
22672779,385.0,12.5,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,13,12,55.0
22711013,70.0,3.29,Sổ đỏ,2025-10-15,Nguyễn Quý Đức - Phường Thanh Xuân Bắc,Thanh Xuân,Hà Nội,2,2,
22415242,855.0,19.5,Sổ đỏ,2025-10-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,21,20,95.0
22711018,70.0,3.4,Sổ đỏ,2025-10-15,Dốc Thọ Lão - Phường Đồng Nhân,Hai Bà Trưng,Hà Nội,2,2,
22415240,160.0,6.7,Sổ đỏ,2025-10-15,Pháo Đài Láng - Phường Ngã Tư Sở,Đống Đa,Hà Nội,4,3,40.0
22711024,50.0,3.39,Sổ đỏ,2025-10-15,Mai Hắc Đế - Phường Lê Đại Hành,Hai Bà Trưng,Hà Nội,1,2,
22415203,165.0,5.3,Sổ đỏ,2025-10-15,Thụy Khuê - Phường Thụy Khuê,Tây Hồ,Hà Nội,4,3,33.0
22711030,90.0,4.1,Sổ đỏ,2025-10-15,Hồng Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,2,3,
22399127,,6.7,Hợp đồng mua bán,2025-10-15,Lê Đức Thọ - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,2,3,103.0
22711038,80.0,3.88,Sổ đỏ,2025-10-15,Quỳnh Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,1,2,
22711041,90.0,4.6,Sổ đỏ,2025-10-15,Quỳnh Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,2,3,
22415170,285.0,16.0,Sổ đỏ,2025-10-15,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,4,57.0
22711046,70.0,3.89,Sổ đỏ,2025-10-15,Quỳnh Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,1,2,
22386136,,10.0,Sổ đỏ,2025-10-15,Cầu Giấy - Phường Dịch Vọng,Cầu Giấy,Hà Nội,9,8,61.0
22711047,80.0,4.5,Sổ đỏ,2025-10-15,Quỳnh Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,2,3,
22711049,100.0,5.2,Sổ đỏ,2025-10-15,Phố Kim Ngưu - Phường Thanh Nhàn,Hai Bà Trưng,Hà Nội,2,3,
22711053,80.0,5.3,Sổ đỏ,2025-10-15,Lạc Trung - Phường Thanh Lương,Hai Bà Trưng,Hà Nội,2,3,
22711055,70.0,5.4,Sổ đỏ,2025-10-15,Hàng Bè - Phường Hàng Bạc,Hoàn Kiếm,Hà Nội,1,2,
22711056,100.0,8.5,Sổ đỏ,2025-10-15,Hàng Chiếu - Phường Đồng Xuân,Hoàn Kiếm,Hà Nội,2,3,
22079341,375.0,20.0,Sổ đỏ,2025-10-15,Nguyễn Thị Định - Phường Trung Hòa,Cầu Giấy,Hà Nội,5,6,75.0
22711062,80.0,3.5,Sổ đỏ,2025-10-15,Hàng Đậu - Phường Đồng Xuân,Hoàn Kiếm,Hà Nội,2,2,
22703956,,18.0,Sổ đỏ,2025-10-15,Lưu Hữu Phước - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,3,5,66.0
22711063,55.0,2.85,Sổ đỏ,2025-10-15,Vọng Đức - Phường Hàng Bài,Hoàn Kiếm,Hà Nội,1,2,
22703910,,9.0,Sổ đỏ,2025-10-15,Phố Hồng Đô - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,9,9,44.0
22703477,70.0,4.329,Sổ đỏ,2025-10-15,Phố Tây Sơn - Phường Quang Trung,Đống Đa,Hà Nội,2,3,
22703623,385.0,15.0,Sổ đỏ,2025-10-15,Lê Quang Đạo - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,15,15,55.0
22711727,50.0,2.83,Sổ đỏ,2025-10-15,Bạch Mai - Phường Bạch Mai,Hai Bà Trưng,Hà Nội,2,2,
22643662,330.0,14.5,Sổ đỏ,2025-10-15,Nguyễn Khang - Phường Yên Hòa,Cầu Giấy,Hà Nội,16,16,55.0
22711728,60.0,3.2,Sổ đỏ,2025-10-15,Lò Đúc - Phường Đống Mác,Hai Bà Trưng,Hà Nội,1,2,
22642265,330.0,13.0,Sổ đỏ,2025-10-15,Hồ Tùng Mậu - Phường Mai Dịch,Cầu Giấy,Hà Nội,5,5,55.0
22711731,80.0,5.4,Sổ đỏ,2025-10-15,Trần Huy Liệu - Phường Giảng Võ,Ba Đình,Hà Nội,1,2,
22711732,70.0,3.9,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,
22711735,120.0,7.0,Sổ đỏ,2025-10-15,Phan Đình Phùng - Phường Quán Thánh,Ba Đình,Hà Nội,2,3,
22416804,,11.9,Sổ đỏ,2025-10-15,Văn Cao - Phường Liễu Giai,Ba Đình,Hà Nội,4,3,67.0
22711736,65.0,4.1,Sổ đỏ,2025-10-15,Chùa Bộc - Phường Quang Trung,Đống Đa,Hà Nội,1,2,
22711743,80.0,3.09,Sổ đỏ,2025-10-15,Phố 8 Tháng 3 - Phường Quỳnh Mai,Hai Bà Trưng,Hà Nội,1,4,
22711746,60.0,3.6,Sổ đỏ,2025-10-15,Thượng Đình - Phường Thượng Đình,Thanh Xuân,Hà Nội,1,2,
22296689,,24.0,Sổ đỏ,2025-10-15,Vĩnh Phúc - Phường Vĩnh Phúc,Ba Đình,Hà Nội,7,5,80.0
22711747,60.0,3.89,Sổ đỏ,2025-10-15,Hàng Bồ - Phường Hàng Bồ,Hoàn Kiếm,Hà Nội,1,2,
22711752,70.0,4.39,Sổ đỏ,2025-10-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,1,2,
22274706,,14.0,Sổ đỏ,2025-10-15,Lưu Hữu Phước - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,5,5,60.0
22711859,100.0,5.7,Sổ đỏ,2025-10-15,Nguyên Hồng - Phường Láng Hạ,Đống Đa,Hà Nội,1,2,
22274817,,16.5,Sổ đỏ,2025-10-15,Nguyễn Văn Huyên - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,5,70.0
22711860,30.0,7.3,Sổ đỏ,2025-10-15,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,4,3,
22274736,200.0,7.0,Sổ đỏ,2025-10-15,Võng Thị - Phường Bưởi,Tây Hồ,Hà Nội,4,4,50.0
22711863,18.0,4.9,Sổ đỏ,2025-10-15,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,5,3,
22711864,70.0,4.35,Sổ đỏ,2025-10-15,Ngõ Thịnh Hào 1 - Phường Hàng Bột,Đống Đa,Hà Nội,2,2,
22252280,,8.0,Sổ đỏ,2025-10-15,Hoa Bằng - Phường Yên Hòa,Cầu Giấy,Hà Nội,5,5,50.0
22711865,80.0,4.2,Sổ đỏ,2025-10-15,Nguyễn Công Trứ - Phường Phạm Đình Hổ,Hai Bà Trưng,Hà Nội,1,3,
22673230,,22.0,Sổ đỏ,2025-10-15,Đông Quan - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,5,4,60.0
22673227,,8.5,Sổ đỏ,2025-10-15,Khương Đình - Phường Khương Đình,Thanh Xuân,Hà Nội,5,4,35.0
22672934,,17.0,Sổ đỏ,2025-10-15,Quan Hoa - Phường Quan Hoa,Cầu Giấy,Hà Nội,15,14,70.0
22672922,,13.0,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,13,12,55.0
22650045,510.0,20.0,Sổ đỏ,2025-10-15,Văn Khê - Phường La Khê,Hà Đông,Hà Nội,6,5,85.0
22650052,385.0,21.0,Sổ đỏ,2025-10-15,Kim Mã - Phường Kim Mã,Ba Đình,Hà Nội,7,4,55.0
22706478,400.0,35.0,Sổ đỏ,2025-10-15,Nguyễn Cơ Thạch - Phường Cầu Diễn,Nam Từ Liêm,Hà Nội,4,4,105.0
22650039,180.0,8.0,Sổ đỏ,2025-10-15,Xuân Phương - Phường Xuân Phương,Nam Từ Liêm,Hà Nội,4,4,45.0
22706473,450.0,36.0,Sổ đỏ,2025-10-15,Nguyễn Tuân - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,6,6,72.0
22642554,250.0,16.9,Sổ đỏ,2025-10-15,Mai Dịch - Phường Mai Dịch,Cầu Giấy,Hà Nội,5,4,50.0
22642249,,525.0,Sổ đỏ,2025-10-15,Láng Hạ - Phường Láng Hạ,Đống Đa,Hà Nội,5,3,42.0
22490112,,11.0,Sổ đỏ,2025-10-15,Đội Nhân - Phường Vĩnh Phúc,Ba Đình,Hà Nội,6,4,48.0
22449453,,27.0,Sổ đỏ,2025-10-15,Nguyễn Tuân - Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,5,4,75.0
22446638,,20.0,Sổ đỏ,2025-10-15,Dương Khuê - Phường Mai Dịch,Cầu Giấy,Hà Nội,7,6,60.0
22416487,440.0,11.0,Sổ đỏ,2025-10-15,Trần Thái Tông - Phường Dịch Vọng,Cầu Giấy,Hà Nội,8,8,55.0
22415246,180.0,10.2,Sổ đỏ,2025-10-15,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,3,45.0
22415231,250.0,7.4,Sổ đỏ,2025-10-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,9,9,50.0
22415225,,5.2,Sổ đỏ,2025-10-15,Hoa Bằng - Phường Yên Hòa,Cầu Giấy,Hà Nội,5,4,35.0
22398763,70.0,3.7,Sổ đỏ,2025-10-15,Nguyễn Chánh - Phường Trung Hòa,Cầu Giấy,Hà Nội,1,2,
22415180,102.0,6.2,Sổ đỏ,2025-10-15,Võ Chí Công - Phường Xuân La,Tây Hồ,Hà Nội,2,3,102.0
21923606,,30.0,Sổ đỏ,2025-10-15,Nguyễn Hoàng - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,7,7,100.0
21820671,,23.8,Sổ đỏ,2025-10-15,Vạn Bảo - Phường Kim Mã,Ba Đình,Hà Nội,5,4,70.0
22712060,112.0,33.0,Sổ đỏ,2025-10-15,Đỗ Quang - Phường Trung Hòa,Cầu Giấy,Hà Nội,4,4,56.0
22712021,45.0,11.9,Sổ đỏ,2025-10-15,Phan Đình Giót - Phường La Khê,Hà Đông,Hà Nội,3,3,45.0
22712024,54.0,13.5,Sổ đỏ,2025-10-15,Chiến Thắng - Phường Văn Quán,Hà Đông,Hà Nội,5,4,54.0
22712028,56.0,13.3,Sổ đỏ,2025-10-15,Thanh Bình - Phường Mộ Lao,Hà Đông,Hà Nội,4,7,56.0
22712033,61.0,14.1,Sổ đỏ,2025-10-15,Trần Đăng Ninh - Phường Quang Trung,Hà Đông,Hà Nội,3,6,61.0
22712035,50.0,11.1,Sổ đỏ,2025-10-15,Lê Hồng Phong - Phường Hà Cầu,Hà Đông,Hà Nội,4,6,50.0
22705560,70.0,21.9,Sổ đỏ,2025-10-15,Trường Chinh - Phường Khương Thượng,Đống Đa,Hà Nội,12,12,70.0
22705551,52.0,21.0,Sổ đỏ,2025-10-15,Thái Hà - Phường Trung Liệt,Đống Đa,Hà Nội,4,4,52.0
22704051,60.0,14.0,Sổ đỏ,2025-10-15,Khương Trung - Phường Khương Trung,Thanh Xuân,Hà Nội,5,5,60.0
22704047,66.0,16.8,Sổ đỏ,2025-10-15,Khương Trung - Phường Khương Trung,Thanh Xuân,Hà Nội,4,4,66.0
22704044,80.0,22.5,Sổ đỏ,2025-10-15,Nguyễn Viết Xuân - Phường Khương Mai,Thanh Xuân,Hà Nội,4,4,80.0
22704040,85.0,26.0,Sổ đỏ,2025-10-15,Khương Trung - Phường Khương Trung,Thanh Xuân,Hà Nội,5,5,85.0
22702599,40.0,9.2,Sổ đỏ,2025-10-15,Hòa Bình 7 - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,4,40.0
22702596,38.0,10.8,Sổ đỏ,2025-10-15,Yên Lạc - Phường Vĩnh Tuy,Hai Bà Trưng,Hà Nội,4,3,38.0
22702595,45.0,8.1,Sổ đỏ,2025-10-15,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,4,45.0
