ma_bds,dien_tich_su_dung_m2,gia(ty),phap_ly,ngay_dang,phuong_xa,quan_huyen,thanh_pho,nha_tam,phong_ngu,dien_tich_dat_m2,gia_per_m2
22582830,83.0,12.9,Sổ hồng,2025-03-17,Lý Sơn - Phường Thượng Thanh,Long Biên,Hà Nội,,,83.0,155.42168674698794
22588954,34.0,5.4,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,34.0,158.8235294117647
22590675,52.0,9.0,Sổ hồng,2025-03-17,Nam Đuống - Phường Thượng Thanh,Long Biên,Hà Nội,,,52.0,173.07692307692307
22624907,81.0,19.5,Sổ hồng,2025-03-17,Vạn Hạnh - Phường Giang Biên,Long Biên,Hà Nội,1,2,81.0,240.74074074074073
22630539,100.0,13.5,Sổ hồng,2025-03-17,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,2,3,100.0,135.0
22630896,55.0,12.5,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,5,6,55.0,227.27272727272728
22640005,75.0,36.8,Sổ hồng,2025-03-17,Hồng Tiến - Phường Bồ Đề,Long Biên,Hà Nội,4,6,75.0,490.6666666666667
22640030,128.0,52.5,Sổ hồng,2025-03-17,Lâm Hạ - Phường Bồ Đề,Long Biên,Hà Nội,4,5,128.0,410.15625
22640042,118.0,36.5,Sổ hồng,2025-03-17,Lâm Hạ - Phường Bồ Đề,Long Biên,Hà Nội,4,6,118.0,309.3220338983051
22645350,44.0,9.0,Sổ hồng,2025-03-17,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,4,3,44.0,204.54545454545453
22664669,59.0,11.5,Sổ hồng,2025-03-17,Đặng Vũ Hỷ - Phường Thượng Thanh,Long Biên,Hà Nội,3,4,59.0,194.91525423728814
22667030,46.0,9.5,Sổ hồng,2025-03-17,Nguyễn Văn Cừ - Phường Gia Thụy,Long Biên,Hà Nội,3,5,46.0,206.52173913043478
22667391,34.0,5.5,Sổ hồng,2025-03-17,Thượng Thanh - Phường Thượng Thanh,Long Biên,Hà Nội,3,4,34.0,161.76470588235293
22493292,167.0,36.0,Sổ hồng,2025-03-17,Việt Hưng - Phường Việt Hưng,Long Biên,Hà Nội,4,5,167.0,215.5688622754491
22498658,35.0,7.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,4,35.0,200.0
22503481,48.0,16.0,Sổ hồng,2025-03-17,Nguyễn Văn Cừ - Phường Gia Thụy,Long Biên,Hà Nội,3,4,48.0,333.3333333333333
22512552,53.0,5.25,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,4,53.0,99.05660377358491
22514079,53.0,9.5,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,2,3,53.0,179.24528301886792
22532635,212.0,25.0,Sổ hồng,2025-03-17,Ngô Gia Tự - Phường Đức Giang,Long Biên,Hà Nội,4,5,212.0,117.9245283018868
22542033,67.0,14.0,Sổ hồng,2025-03-17,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,3,5,46.0,208.955223880597
22548107,50.0,4.85,Sổ hồng,2025-03-17,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,3,4,50.0,97.0
22563655,53.0,6.15,Sổ hồng,2025-03-17,Ngô Gia Tự - Phường Đức Giang,Long Biên,Hà Nội,4,5,53.0,116.0377358490566
22584493,38.0,6.55,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,3,38.0,172.3684210526316
22595744,365.0,33.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,,,365.0,90.41095890410959
22595983,125.0,30.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,2,3,125.0,240.0
22609467,65.0,16.8,Sổ hồng,2025-03-17,Ái Mộ - Phường Bồ Đề,Long Biên,Hà Nội,3,6,65.0,258.46153846153845
22609472,52.0,15.5,Sổ hồng,2025-03-17,Ái Mộ - Phường Bồ Đề,Long Biên,Hà Nội,4,6,52.0,298.0769230769231
22613227,60.0,9.8,Sổ hồng,2025-03-17,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,,,60.0,163.33333333333334
22421505,98.0,8.0,Sổ hồng,2025-03-17,Ngô Gia Tự - Phường Đức Giang,Long Biên,Hà Nội,4,4,98.0,81.63265306122449
22441151,85.0,16.9,Sổ hồng,2025-03-17,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,5,5,85.0,198.8235294117647
22444827,120.0,18.5,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,4,126.0,154.16666666666666
22462160,95.0,7.0,Sổ hồng,2025-03-17,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,3,3,95.0,73.6842105263158
22471051,36.0,4.5,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,36.0,125.0
22473921,36.0,4.5,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,36.0,125.0
22479320,50.0,5.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,5,50.0,100.0
22479329,57.0,8.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,5,57.0,140.35087719298247
22488847,70.0,26.0,Sổ hồng,2025-03-17,Ngô Gia Tự - Phường Đức Giang,Long Biên,Hà Nội,6,9,66.0,371.42857142857144
22489633,76.0,6.0,Sổ hồng,2025-03-17,Việt Hưng - Phường Việt Hưng,Long Biên,Hà Nội,4,5,52.0,78.94736842105263
22574340,98.0,44.0,Sổ hồng,2025-03-17,Hồng Tiến - Phường Ngọc Thụy,Long Biên,Hà Nội,4,4,98.0,448.9795918367347
22575047,1329.0,142.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,6,5,1329.0,106.84725357411588
22575625,416.0,120.0,Sổ hồng,2025-03-17,Nguyễn Văn Cừ - Phường Gia Thụy,Long Biên,Hà Nội,,,416.0,288.46153846153845
22578863,46.0,12.5,Sổ hồng,2025-03-17,Vũ Đức Thận - Phường Việt Hưng,Long Biên,Hà Nội,1,1,46.0,271.7391304347826
22584320,63.0,9.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,5,5,63.0,142.85714285714286
22587223,56.0,7.9,Sổ hồng,2025-03-17,Nam Đuống - Phường Thượng Thanh,Long Biên,Hà Nội,,,56.0,141.07142857142858
22606345,118.0,26.0,Sổ hồng,2025-03-17,Đức Giang - Phường Đức Giang,Long Biên,Hà Nội,,,118.0,220.33898305084745
22619239,324.0,80.0,Sổ hồng,2025-03-17,Ngô Gia Tự - Phường Đức Giang,Long Biên,Hà Nội,4,3,324.0,246.91358024691357
22650795,50.0,8.95,Sổ hồng,2025-03-17,Hoàng Như Tiếp - Phường Bồ Đề,Long Biên,Hà Nội,4,5,50.0,179.0
22659189,52.0,11.0,Sổ hồng,2025-03-17,Hoa Lâm - Phường Việt Hưng,Long Biên,Hà Nội,3,4,52.0,211.53846153846155
22520974,118.0,22.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,7,9,118.0,186.4406779661017
22524987,33.0,5.0,Sổ hồng,2025-03-17,Thượng Thanh - Phường Thượng Thanh,Long Biên,Hà Nội,3,4,33.0,151.5151515151515
22479883,42.0,6.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,6,42.0,142.85714285714286
22526707,46.0,7.6,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,5,46.0,165.2173913043478
22553653,184.0,30.0,Sổ hồng,2025-03-17,Bùi Thiện Ngộ - Phường Việt Hưng,Long Biên,Hà Nội,4,4,184.0,163.04347826086956
22563006,33.0,5.0,Sổ hồng,2025-03-17,Vũ Đức Thận - Phường Việt Hưng,Long Biên,Hà Nội,3,4,33.0,151.5151515151515
22568049,33.0,6.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,33.0,181.8181818181818
22569069,33.0,5.3,Sổ hồng,2025-03-17,Lý Sơn - Phường Thượng Thanh,Long Biên,Hà Nội,3,4,33.0,160.6060606060606
22573884,55.0,6.6,Sổ hồng,2025-03-17,Chu Huy Mân - Phường Phúc Đồng,Long Biên,Hà Nội,4,4,55.0,120.0
22588737,33.0,5.35,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,33.0,162.12121212121212
22595617,85.0,16.9,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,5,85.0,198.8235294117647
22599019,48.0,6.5,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,3,4,48.0,135.41666666666666
22603505,722.0,268.0,Sổ hồng,2025-03-17,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,29,30,722.0,371.191135734072
22607974,58.0,6.45,Sổ hồng,2025-03-17,Thượng Thanh - Phường Thượng Thanh,Long Biên,Hà Nội,5,6,58.0,111.20689655172414
22631877,34.0,5.85,Sổ hồng,2025-03-17,Ô Cách - Phường Đức Giang,Long Biên,Hà Nội,3,4,34.0,172.05882352941177
22633671,458.0,78.0,Sổ hồng,2025-03-17,Việt Hưng - Phường Việt Hưng,Long Biên,Hà Nội,4,5,458.0,170.3056768558952
22637614,64.0,10.8,Sổ hồng,2025-03-17,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,7,8,64.0,168.75
22671273,21.0,5.45,Sổ đỏ,2025-03-17,Trương Định - Phường Trương Định,Hai Bà Trưng,Hà Nội,3,3,21.0,259.5238095238095
22671427,42.0,8.0,Sổ đỏ,2025-03-17,Tô Hiệu - Phường Hà Cầu,Hà Đông,Hà Nội,4,3,42.0,190.47619047619048
22671311,55.0,7.95,Sổ đỏ,2025-03-17,Phúc lợi - Phường Phúc Lợi,Long Biên,Hà Nội,5,5,55.0,144.54545454545453
22671364,45.0,2.35,Sổ đỏ,2025-03-17,Nguyễn Xiển - Phường Đại Kim,Hoàng Mai,Hà Nội,1,1,,52.22222222222222
22671301,,2.7,Sổ đỏ,2025-03-17,Quốc lộ 21B,None,Hà Nội,4,3,35.0,
22671298,,2.8,Sổ đỏ,2025-03-17,Quốc lộ 21B,None,Hà Nội,4,3,37.0,
22671247,54.0,2.7,Sổ đỏ,2025-03-17,Nguyễn Xiển - Phường Đại Kim,Hoàng Mai,Hà Nội,2,2,,50.0
22671305,,2.8,Sổ hồng,2025-03-17,Quốc lộ 21B,None,Hà Nội,4,3,36.0,
22666316,,7.3,Sổ đỏ,2025-03-16,Tư Đình - Phường Long Biên,Long Biên,Hà Nội,3,4,37.0,
22667294,,7.4,Sổ đỏ,2025-03-16,Ái Mộ - Phường Bồ Đề,Long Biên,Hà Nội,4,3,42.0,
22670189,,7.5,Sổ đỏ,2025-03-16,Tư Đình - Phường Long Biên,Long Biên,Hà Nội,3,3,45.0,
22671140,51.0,8.6,Sổ đỏ,2025-03-16,Bằng Liệt - Phường Thanh Trì,Hoàng Mai,Hà Nội,5,5,51.0,168.62745098039215
22671071,93.0,5.99,Sổ đỏ,2025-03-16,Văn Khê - Phường Phú La,Hà Đông,Hà Nội,3,2,93.0,64.40860215053763
22671169,98.0,5.65,Sổ đỏ,2025-03-16,Tố Hữu - Phường Trung Văn,Nam Từ Liêm,Hà Nội,3,2,,57.6530612244898
22670060,,6.0,Sổ đỏ,2025-03-15,Mễ Trì - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,3,4,32.0,
22667991,,6.0,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,3,4,35.0,
22670057,,26.0,Sổ đỏ,2025-03-15,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,,,70.0,
22667490,,12.0,Sổ đỏ,2025-03-15,Đỗ Đức Dục - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,17,17,55.0,
22664967,,12.0,Sổ đỏ,2025-03-15,Đỗ Đức Dục - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,27,17,55.0,
22664389,,8.0,Sổ đỏ,2025-03-15,Trần Cung - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,5,4,60.0,
22664384,,12.0,Sổ đỏ,2025-03-15,Đỗ Đức Dục - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,17,17,56.0,
22664364,,9.0,Sổ đỏ,2025-03-15,Mễ Trì Thượng - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,10,10,55.0,
22664357,,11.0,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,14,14,55.0,
22663858,,10.0,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,14,14,45.0,
22663869,,11.0,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,10,10,56.0,
22663846,,8.0,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,7,4,45.0,
22663864,,5.0,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,5,4,35.0,
22663845,,7.5,Sổ đỏ,2025-03-15,Hoàng Quốc Việt - Phường Nghĩa Đô,Cầu Giấy,Hà Nội,4,4,40.0,
22663616,,9.0,Sổ đỏ,2025-03-15,Trung Kính - Phường Yên Hòa,Cầu Giấy,Hà Nội,4,5,45.0,
22663105,,5.5,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,4,5,34.0,
22663097,,10.0,Sổ đỏ,2025-03-15,Dương Quảng Hàm - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,5,34.0,
22662834,,12.0,Sổ đỏ,2025-03-15,Quan Hoa - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,72.0,
22662814,,25.0,Sổ đỏ,2025-03-15,Nguyễn Đổng Chi - Phường Cầu Diễn,Nam Từ Liêm,Hà Nội,3,8,50.0,
22662579,,0.14,Sổ đỏ,2025-03-15,Đội Cấn - Phường Đội Cấn,Ba Đình,Hà Nội,,,64.0,
22662571,,7.0,Sổ đỏ,2025-03-15,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,4,4,35.0,
22662609,250.0,8.3,Sổ đỏ,2025-03-15,Hồ Tùng Mậu - Phường Mai Dịch,Cầu Giấy,Hà Nội,4,4,45.0,33.2
22662652,,39.0,Sổ đỏ,2025-03-15,Thiên Hiền - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,5,6,150.0,
22664537,,12.0,Sổ đỏ,2025-03-15,Mễ Trì Thượng - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,5,5,55.0,
22664541,,6.5,Sổ đỏ,2025-03-15,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,4,5,35.0,
22664586,65.0,5.3,Sổ đỏ,2025-03-15,Nguyễn Chánh - Phường Trung Hòa,Cầu Giấy,Hà Nội,2,2,,81.53846153846153
22664974,,11.0,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,14,14,52.0,
22664975,,11.0,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,14,14,52.0,
22664981,,7.0,Sổ đỏ,2025-03-15,Hạ Yên Quyết - Phường Yên Hòa,Cầu Giấy,Hà Nội,3,5,35.0,
22665114,,7.5,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,5,5,45.0,
22665115,,9.0,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,14,14,45.0,
22665519,,8.0,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,40.0,
22665537,,8.0,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,5,5,45.0,
22665967,,8.0,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,40.0,
22665558,,6.0,Sổ đỏ,2025-03-15,Xuân Đỉnh - Phường Xuân Đỉnh,Bắc Từ Liêm,Hà Nội,4,5,35.0,
22665721,,13.5,Sổ hồng,2025-03-15,Đình Thôn - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,18,18,70.0,
22665968,,6.0,Sổ đỏ,2025-03-15,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,3,4,35.0,
22665974,,8.0,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,5,45.0,
22669461,,7.0,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,5,38.0,
22667757,,6.8,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,35.0,
22668607,,7.8,Sổ đỏ,2025-03-15,Trần Thái Tông - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,5,40.0,
22665977,,8.0,Sổ đỏ,2025-03-15,Dịch Vọng - Phường Dịch Vọng,Cầu Giấy,Hà Nội,4,5,35.0,
22666328,,11.0,Sổ đỏ,2025-03-15,Đỗ Đức Dục - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,17,17,55.0,
22666330,,6.0,Sổ đỏ,2025-03-15,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,3,4,35.0,
22666333,,8.0,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,4,40.0,
22668776,,5.2,Sổ đỏ,2025-03-15,Lê Quang Đạo - Phường Phú Đô,Nam Từ Liêm,Hà Nội,,,31.0,
22670049,,7.0,Sổ đỏ,2025-03-15,Yên Hòa - Phường Yên Hòa,Cầu Giấy,Hà Nội,3,5,35.0,
22670046,,7.5,Sổ đỏ,2025-03-15,Nguyễn Chí Thanh - Phường Láng Thượng,Đống Đa,Hà Nội,3,5,35.0,
22670026,,7.5,Sổ đỏ,2025-03-15,Đường Láng - Phường Láng Thượng,Đống Đa,Hà Nội,3,5,35.0,
22669792,,10.0,Sổ đỏ,2025-03-15,Tú Mỡ - Phường Trung Hòa,Cầu Giấy,Hà Nội,1,1,60.0,
22669562,,7.0,Sổ đỏ,2025-03-15,Cầu Giấy - Phường Quan Hoa,Cầu Giấy,Hà Nội,4,5,38.0,
22670369,,6.0,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,4,4,35.0,
22670370,,6.0,Sổ đỏ,2025-03-15,Đình Thôn - Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,4,5,35.0,
22670364,,6.0,Sổ đỏ,2025-03-15,Mễ Trì - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,4,5,35.0,
22670319,,8.0,Sổ đỏ,2025-03-15,Nguyễn Ngọc Vũ - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,35.0,
22667994,,6.5,Sổ đỏ,2025-03-15,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,35.0,
22667997,,12.0,Sổ đỏ,2025-03-15,Mỹ Đình - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,17,17,60.0,
22668034,,6.8,Sổ đỏ,2025-03-15,Nguyễn Khang - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,35.0,
22668037,,9.0,Sổ đỏ,2025-03-15,Mễ Trì Thượng - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,10,10,55.0,
22669548,,7.0,Sổ hồng,2025-03-15,Đỗ Đức Dục - Phường Mễ Trì,Nam Từ Liêm,Hà Nội,4,5,45.0,
22669488,,7.0,Sổ đỏ,2025-03-15,Trần Cung - Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,4,5,40.0,
22669485,,7.0,Sổ đỏ,2025-03-15,Thiên Hiền - Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,9,9,45.0,
22669555,,6.8,Sổ hồng,2025-03-15,Trần Duy Hưng - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,38.0,
22669552,,6.5,Sổ đỏ,2025-03-15,Trung Kính - Phường Trung Hòa,Cầu Giấy,Hà Nội,3,4,35.0,
22669735,,8.0,Sổ đỏ,2025-03-15,Xuân Thủy - Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,4,5,40.0,
22664940,80.0,3.22,Sổ đỏ,2025-03-15,Phương Mai - Phường Phương Mai,Đống Đa,Hà Nội,3,1,,40.25
22670850,82.0,4.25,Sổ đỏ,2025-03-15,Kim Mã Thượng - Phường Cống Vị,Ba Đình,Hà Nội,3,2,,51.829268292682926
22670881,65.0,2.98,Sổ đỏ,2025-03-15,Kim Mã - Phường Ngọc Khánh,Ba Đình,Hà Nội,2,2,,45.84615384615385
22671001,30.0,7.8,Sổ đỏ,2025-03-15,Đền Lừ - Phường Tương Mai,Hoàng Mai,Hà Nội,5,5,30.0,260.0
22670985,60.0,12.5,Sổ đỏ,2025-03-15,Kim Đồng - Phường Giáp Bát,Hoàng Mai,Hà Nội,4,4,60.0,208.33333333333334
22670937,45.0,8.0,Sổ đỏ,2025-03-15,Gia Thụy - Phường Gia Thụy,Long Biên,Hà Nội,3,4,45.0,177.77777777777777
22670915,89.0,5.785,Sổ đỏ,2025-03-15,Khương Trung - Phường Khương Trung,Thanh Xuân,Hà Nội,3,2,,65.0
22669970,32.0,2.99,Hợp đồng mua bán,2025-03-14,Nguyễn Lam - Phường Phúc Đồng,Long Biên,Hà Nội,1,1,,93.4375
22670047,30.0,4.6,Sổ đỏ,2025-03-14,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,3,2,30.0,153.33333333333334
22670059,35.0,0.66,Sổ đỏ,2025-03-14,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,3,35.0,18.857142857142858
22670329,48.0,2.8,Sổ đỏ,2025-03-14,Dốc Thọ Lão - Phường Đồng Nhân,Hai Bà Trưng,Hà Nội,2,1,,58.333333333333336
22670794,53.0,12.8,Sổ đỏ,2025-03-14,Phố Trịnh Đình Cửu - Phường Định Công,Hoàng Mai,Hà Nội,4,4,53.0,241.50943396226415
22670653,80.0,6.8,Sổ đỏ,2025-03-14,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,3,3,72.0,85.0
22670673,56.0,2.68,Sổ hồng,2025-03-14,Nguyễn Xiển - Phường Đại Kim,Hoàng Mai,Hà Nội,2,2,,47.857142857142854
22670595,35.0,2.5,Sổ đỏ,2025-03-14,Dốc Thọ Lão - Phường Đồng Tâm,Hai Bà Trưng,Hà Nội,2,1,35.0,71.42857142857143
22666531,211.0,56.8,Sổ đỏ,2025-03-14,Trung Văn - Phường Trung Văn,Nam Từ Liêm,Hà Nội,6,5,211.0,269.1943127962085
22665973,211.0,56.5,Sổ đỏ,2025-03-14,Tố Hữu - Phường Trung Văn,Nam Từ Liêm,Hà Nội,6,,210.0,267.77251184834125
22665004,210.0,56.0,Sổ đỏ,2025-03-14,Trung Văn - Phường Trung Văn,Nam Từ Liêm,Hà Nội,4,6,210.0,266.6666666666667
22664538,,56.8,Sổ đỏ,2025-03-14,Trung Văn - Phường Trung Văn,Nam Từ Liêm,Hà Nội,6,6,211.0,
22663226,206.0,60.0,Sổ đỏ,2025-03-14,Vũ Tông Phan - Phường Khương Trung,Thanh Xuân,Hà Nội,,,198.0,291.2621359223301
22662639,198.0,61.974,Sổ đỏ,2025-03-14,Vũ Tông Phan - Phường Khương Trung,Thanh Xuân,Hà Nội,,,198.0,313.0
22662722,197.0,0.314,Sổ đỏ,2025-03-14,Vũ Tông Phan - Phường Khương Trung,Thanh Xuân,Hà Nội,,,197.0,1.5939086294416243
22669810,210.0,10.8,Sổ đỏ,2025-03-13,Bát Khối - Phường Long Biên,Long Biên,Hà Nội,4,4,52.0,51.42857142857143
22669766,80.0,13.5,Sổ đỏ,2025-03-13,Bát Khối - Phường Long Biên,Long Biên,Hà Nội,4,5,80.0,168.75
22669747,250.0,11.6,Sổ đỏ,2025-03-13,Bát Khối - Phường Long Biên,Long Biên,Hà Nội,3,5,48.0,46.4
22661582,43.0,10.68,Sổ đỏ,2025-03-13,Nguyễn Văn Cừ - Phường Bồ Đề,Long Biên,Hà Nội,3,4,43.0,248.37209302325581
22659684,246.0,9.5,Sổ đỏ,2025-03-13,Bồ Đề - Phường Bồ Đề,Long Biên,Hà Nội,3,4,41.0,38.61788617886179
22659676,84.0,13.85,Sổ đỏ,2025-03-13,Khu Dân Cư 918 Gia Thụy - Phường Long Biên,Long Biên,Hà Nội,,,84.0,164.88095238095238
22659643,196.0,8.8,Sổ hồng,2025-03-13,Minh Khai - Phường Minh Khai,Hai Bà Trưng,Hà Nội,4,3,48.0,44.89795918367347
22659282,480.0,18.5,Sổ hồng,2025-03-13,Phố Trạm - Phường Long Biên,Long Biên,Hà Nội,5,6,60.0,38.541666666666664
22659060,180.0,6.1,Sổ đỏ,2025-03-13,Phố Trạm - Phường Long Biên,Long Biên,Hà Nội,3,5,30.0,33.888888888888886
22659010,180.0,5.8,Sổ đỏ,2025-03-13,Bát Khối - Phường Long Biên,Long Biên,Hà Nội,3,3,36.0,32.22222222222222
22658831,385.0,14.8,Sổ đỏ,2025-03-13,Đặng Vũ Hỷ - Phường Thượng Thanh,Long Biên,Hà Nội,4,5,48.0,38.44155844155844
22658674,190.0,6.95,Sổ đỏ,2025-03-13,Ngọc Lâm - Phường Ngọc Lâm,Long Biên,Hà Nội,3,4,38.0,36.578947368421055
22658656,720.0,24.6,Sổ đỏ,2025-03-13,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,5,6,90.0,34.166666666666664
22659686,60.0,11.0,Sổ hồng,2025-03-13,Thạch Bàn - Phường Thạch Bàn,Long Biên,Hà Nội,,,60.0,183.33333333333334
22661152,222.0,6.45,Sổ đỏ,2025-03-13,Nguyễn Văn Linh - Phường Thạch Bàn,Long Biên,Hà Nội,3,4,37.0,29.054054054054053
22669730,300.0,13.5,Sổ đỏ,2025-03-13,Bát Khối - Phường Long Biên,Long Biên,Hà Nội,4,4,80.0,45.0
22659689,324.0,7.8,Sổ hồng,2025-03-13,Phúc lợi - Phường Phúc Lợi,Long Biên,Hà Nội,4,5,54.0,24.074074074074073
22659766,816.0,27.9,Sổ đỏ,2025-03-13,Nguyễn Văn Cừ - Phường Ngọc Lâm,Long Biên,Hà Nội,6,7,102.0,34.19117647058823
22660366,220.0,8.45,Sổ đỏ,2025-03-13,Ngọc Thụy - Phường Ngọc Thụy,Long Biên,Hà Nội,4,4,55.0,38.40909090909091
22660377,166.0,10.5,Sổ đỏ,2025-03-13,Thanh Am - Phường Thượng Thanh,Long Biên,Hà Nội,4,5,41.0,63.25301204819277
